timestamp,temperature,humidity,dust
2023-01-18T02:03:44+00:00,16.5,62.217,80.0
2023-01-18T02:04:47+00:00,16.5,62.218,80.0
2023-01-18T02:05:49+00:00,16.5,62.219,80.0
2023-01-18T02:06:52+00:00,16.5,62.22,80.6
2023-01-18T02:07:55+00:00,16.5,62.221,80.0
2023-01-18T02:08:58+00:00,16.5,62.222,80.0
2023-01-18T02:10:00+00:00,16.5,62.223,80.0
2023-01-18T02:11:03+00:00,16.5,62.224,80.0
2023-01-18T02:12:06+00:00,16.5,62.225,80.0
2023-01-18T02:13:09+00:00,16.5,62.226,83.0
2023-01-18T02:14:12+00:00,16.6,62.227,83.0
2023-01-18T02:15:15+00:00,16.5,62.228,83.0
2023-01-18T02:16:17+00:00,16.5,62.229,83.0
2023-01-18T02:17:20+00:00,16.5,62.23,80.0
2023-01-18T02:18:23+00:00,16.5,62.231,80.0
2023-01-18T02:19:25+00:00,16.5,62.232,80.0
2023-01-18T02:20:28+00:00,16.5,62.233,80.0
2023-01-18T02:21:31+00:00,16.5,62.234,80.0
2023-01-18T02:22:34+00:00,16.5,62.235,80.0
2023-01-18T02:23:36+00:00,16.5,62.236,80.0
2023-01-18T02:24:39+00:00,16.5,62.237,80.0
2023-01-18T02:25:42+00:00,16.5,62.238,80.0
2023-01-18T02:26:45+00:00,16.4,62.239,80.0
2023-01-18T02:27:47+00:00,16.4,62.24,80.0
2023-01-18T02:28:50+00:00,16.5,62.241,80.0
2023-01-18T02:29:53+00:00,16.5,62.242,80.0
2023-01-18T02:30:56+00:00,16.4,62.243,80.0
2023-01-18T02:31:59+00:00,16.5,62.244,82.0
2023-01-18T02:33:01+00:00,16.5,62.245,82.0
2023-01-18T02:34:04+00:00,16.5,62.246,82.0
2023-01-18T02:35:07+00:00,16.5,62.247,82.0
2023-01-18T02:36:10+00:00,16.5,62.248,82.0
2023-01-18T02:37:13+00:00,16.5,62.249,80.0
2023-01-18T02:38:15+00:00,16.5,62.25,80.0
2023-01-18T02:39:18+00:00,16.5,62.251,80.0
2023-01-18T02:40:21+00:00,16.5,62.252,80.0
2023-01-18T02:41:23+00:00,16.6,62.253,80.0
2023-01-18T02:42:26+00:00,16.5,62.254,80.0
2023-01-18T02:43:29+00:00,16.6,62.255,80.0
2023-01-18T02:44:32+00:00,16.6,62.256,80.0
2023-01-18T02:45:35+00:00,16.6,62.257,80.0
2023-01-18T02:46:38+00:00,16.5,62.258,80.0
2023-01-18T02:47:41+00:00,16.5,62.259,80.0
2023-01-18T02:48:43+00:00,16.5,62.26,80.0
2023-01-18T02:49:46+00:00,16.5,62.261,88.7
2023-01-18T02:50:49+00:00,16.5,62.262,88.7
2023-01-18T02:51:52+00:00,16.5,62.263,88.7
2023-01-18T02:52:54+00:00,16.5,62.264,88.7
2023-01-18T02:53:57+00:00,16.5,62.265,88.7
2023-01-18T02:55:00+00:00,16.4,62.266,80.0
2023-01-18T02:56:03+00:00,16.4,62.267,80.0
2023-01-18T02:57:06+00:00,16.4,62.268,80.0
2023-01-18T02:58:09+00:00,16.4,62.269,80.0
2023-01-18T02:59:12+00:00,16.4,62.27,80.0
2023-01-18T03:00:15+00:00,16.4,62.271,80.0
2023-01-18T03:01:17+00:00,16.5,62.272,80.0
2023-01-18T03:02:20+00:00,16.5,62.273,80.0
2023-01-18T03:03:23+00:00,16.5,62.274,80.0
2023-01-18T03:04:26+00:00,16.5,62.275,80.0
2023-01-18T03:05:29+00:00,16.5,62.276,80.0
2023-01-18T03:06:32+00:00,16.6,62.277,50.0
2023-01-18T03:07:34+00:00,16.6,62.278,40.0
2023-01-18T03:08:37+00:00,16.5,62.279,11.3
2023-01-18T03:09:40+00:00,16.5,62.28,5.0
2023-01-18T03:10:43+00:00,16.5,62.281,1.1
2023-01-18T03:11:46+00:00,16.5,62.282,1.5
2023-01-18T03:12:49+00:00,16.5,62.283,1.4
2023-01-18T03:13:51+00:00,16.5,62.284,1.5
2023-01-18T03:14:54+00:00,16.5,62.285,1.1
2023-01-18T03:15:57+00:00,16.5,62.286,1.2
2023-01-18T03:17:00+00:00,16.5,62.287,1.1
2023-01-18T03:18:03+00:00,16.4,62.288,1.1
2023-01-18T03:19:06+00:00,16.4,62.289,0.9
2023-01-18T03:20:09+00:00,16.4,62.29,1.4
2023-01-18T03:21:12+00:00,16.4,62.291,1.0
2023-01-18T03:22:15+00:00,16.4,62.292,1.0
2023-01-18T03:23:17+00:00,16.4,62.293,1.0
2023-01-18T03:24:20+00:00,16.4,62.294,1.2
2023-01-18T03:25:23+00:00,16.4,62.295,1.1
2023-01-18T03:26:26+00:00,16.4,62.296,1.1
2023-01-18T03:27:29+00:00,16.4,62.297,1.1
2023-01-18T03:28:31+00:00,16.4,62.298,1.2
2023-01-18T03:29:34+00:00,16.4,62.299,1.1
2023-01-18T03:30:38+00:00,16.4,62.3,0.8
2023-01-18T03:31:41+00:00,16.4,62.301,1.2
2023-01-18T03:32:43+00:00,16.4,62.302,1.1
2023-01-18T03:33:46+00:00,16.4,62.303,0.9
2023-01-18T03:34:49+00:00,16.4,62.304,1.2
2023-01-18T03:35:52+00:00,16.3,62.305,1.1
2023-01-18T03:36:54+00:00,16.3,62.306,1.2
2023-01-18T03:37:57+00:00,16.3,62.307,0.8
2023-01-18T03:39:00+00:00,16.3,62.308,1.1
2023-01-18T03:40:03+00:00,16.3,62.309,1.1
2023-01-18T03:41:06+00:00,16.3,62.31,0.9
2023-01-18T03:42:09+00:00,16.3,62.311,1.6
2023-01-18T03:43:14+00:00,16.3,62.312,1.1
2023-01-18T03:44:14+00:00,16.3,62.313,0.9
2023-01-18T03:45:17+00:00,16.3,62.314,1.1
2023-01-18T03:46:20+00:00,16.3,62.315,1.1
2023-01-18T03:47:23+00:00,16.2,62.316,1.1
2023-01-18T03:48:26+00:00,16.2,62.317,0.9
2023-01-18T03:49:29+00:00,16.2,62.318,1.4
2023-01-18T03:50:32+00:00,16.2,62.319,1.1
2023-01-18T03:51:35+00:00,16.2,62.32,1.1
2023-01-18T03:52:37+00:00,16.2,62.321,1.0
2023-01-18T03:53:40+00:00,16.3,62.322,0.9
2023-01-18T03:54:43+00:00,16.2,62.323,1.2
2023-01-18T03:55:46+00:00,16.2,62.324,1.2
2023-01-18T03:56:49+00:00,16.2,62.325,1.0
2023-01-18T03:57:51+00:00,16.2,62.326,1.0
2023-01-18T03:58:54+00:00,16.2,62.327,1.0
2023-01-18T03:59:57+00:00,16.1,62.328,0.8
2023-01-18T04:01:00+00:00,16.1,62.329,1.0
2023-01-18T04:02:03+00:00,16.0,62.33,1.1
2023-01-18T04:03:06+00:00,16.0,62.331,0.9
2023-01-18T04:04:09+00:00,16.0,62.332,1.1
2023-01-18T04:05:12+00:00,16.0,62.333,1.0
2023-01-18T04:06:14+00:00,16.1,62.334,1.2
2023-01-18T04:07:17+00:00,16.0,62.335,0.9
2023-01-18T04:08:20+00:00,16.1,62.336,1.0
2023-01-18T04:09:23+00:00,16.1,62.337,1.1
2023-01-18T04:10:25+00:00,16.1,62.338,2.3
2023-01-18T04:11:28+00:00,16.1,62.339,7.3
2023-01-18T04:12:31+00:00,16.2,62.34,13.9
2023-01-18T04:13:34+00:00,16.2,62.341,4.6
2023-01-18T04:14:37+00:00,16.3,62.342,4.4
2023-01-18T04:15:39+00:00,16.3,62.343,3.9
2023-01-18T04:16:42+00:00,16.3,62.344,5.9
2023-01-18T04:17:48+00:00,16.3,62.345,4.5
2023-01-18T04:18:48+00:00,16.4,62.346,4.7
2023-01-18T04:19:51+00:00,16.4,62.347,5.0
2023-01-18T04:20:54+00:00,16.5,62.348,4.6
2023-01-18T04:21:56+00:00,16.5,62.349,4.6
2023-01-18T04:22:59+00:00,16.5,62.35,4.9
2023-01-18T04:24:02+00:00,16.5,62.351,4.8
2023-01-18T04:25:05+00:00,16.5,62.352,5.2
2023-01-18T04:26:08+00:00,16.5,62.353,5.4
2023-01-18T04:27:10+00:00,16.5,62.354,5.1
2023-01-18T04:28:13+00:00,16.5,62.355,5.1
2023-01-18T04:29:16+00:00,16.5,62.356,5.0
2023-01-18T04:30:19+00:00,16.5,62.357,4.5
2023-01-18T04:31:22+00:00,16.5,62.358,5.7
2023-01-18T04:32:25+00:00,16.5,62.359,4.9
2023-01-18T04:33:28+00:00,16.6,62.36,9.1
2023-01-18T04:34:30+00:00,16.6,62.361,6.8
2023-01-18T04:35:33+00:00,16.6,62.362,6.3
2023-01-18T04:36:36+00:00,16.6,62.363,8.1
2023-01-18T04:37:38+00:00,16.6,62.364,8.8
2023-01-18T04:38:41+00:00,16.6,62.365,6.9
2023-01-18T04:39:44+00:00,16.6,62.366,5.8
2023-01-18T04:40:47+00:00,16.6,62.367,5.1
2023-01-18T04:41:50+00:00,16.6,62.368,6.3
2023-01-18T04:42:53+00:00,16.5,62.369,5.1
2023-01-18T04:43:56+00:00,16.6,62.37,6.9
2023-01-18T04:44:58+00:00,16.6,62.371,5.5
2023-01-18T04:46:01+00:00,16.5,62.372,5.3
2023-01-18T04:47:04+00:00,16.5,62.373,6.9
2023-01-18T04:48:07+00:00,16.5,62.374,4.6
2023-01-18T04:49:10+00:00,16.5,62.375,3.9
2023-01-18T04:50:13+00:00,16.4,62.376,4.2
2023-01-18T04:51:16+00:00,16.3,62.377,3.9
2023-01-18T04:52:19+00:00,16.3,62.378,4.3
2023-01-18T04:53:22+00:00,16.3,62.379,4.2
2023-01-18T04:54:25+00:00,16.3,62.38,3.9
2023-01-18T04:55:28+00:00,16.2,62.381,3.9
2023-01-18T04:56:31+00:00,16.2,62.382,3.4
2023-01-18T04:57:33+00:00,16.2,62.383,4.2
2023-01-18T04:58:36+00:00,16.2,62.384,4.1
2023-01-18T04:59:39+00:00,16.2,62.385,4.1
2023-01-18T05:00:42+00:00,16.2,62.386,4.2
2023-01-18T05:01:45+00:00,16.2,62.387,3.8
2023-01-18T05:02:48+00:00,16.2,62.388,4.2
2023-01-18T05:03:50+00:00,16.2,62.389,4.0
2023-01-18T05:04:53+00:00,16.3,62.39,3.4
2023-01-18T05:05:56+00:00,16.3,62.391,3.6
2023-01-18T05:06:59+00:00,16.2,62.392,3.2
2023-01-18T05:08:02+00:00,16.2,62.393,3.3
2023-01-18T05:09:05+00:00,16.2,62.394,3.4
2023-01-18T05:10:07+00:00,16.2,62.395,2.9
2023-01-18T05:11:10+00:00,16.2,62.396,2.9
2023-01-18T05:12:13+00:00,16.2,62.397,3.3
2023-01-18T05:13:16+00:00,16.2,62.398,3.2
2023-01-18T05:14:19+00:00,16.2,62.399,2.6
2023-01-18T05:15:22+00:00,16.2,62.4,3.3
2023-01-18T05:16:25+00:00,16.2,62.401,2.8
2023-01-18T05:17:28+00:00,16.2,62.402,3.1
2023-01-18T05:18:30+00:00,16.2,62.403,3.1
2023-01-18T05:19:33+00:00,16.2,62.404,2.4
2023-01-18T05:20:36+00:00,16.2,62.405,3.0
2023-01-18T05:21:39+00:00,16.2,62.406,2.6
2023-01-18T05:22:42+00:00,16.1,62.407,3.1
2023-01-18T05:23:45+00:00,16.1,62.408,2.8
2023-01-18T05:24:48+00:00,16.2,62.409,2.9
2023-01-18T05:25:50+00:00,16.2,62.41,2.7
2023-01-18T05:26:53+00:00,16.2,62.411,2.2
2023-01-18T05:27:56+00:00,16.2,62.412,2.5
2023-01-18T05:28:59+00:00,16.2,62.413,2.5
2023-01-18T05:30:02+00:00,16.2,62.414,2.5
2023-01-18T05:31:05+00:00,16.2,62.415,2.2
2023-01-18T05:32:08+00:00,16.2,62.416,2.3
2023-01-18T05:33:10+00:00,16.2,62.417,2.3
2023-01-18T05:34:13+00:00,16.2,62.418,2.1
2023-01-18T05:35:16+00:00,16.1,62.419,2.1
2023-01-18T05:36:19+00:00,16.1,62.42,2.3
2023-01-18T05:37:22+00:00,16.1,62.421,2.2
2023-01-18T05:38:25+00:00,16.1,62.422,2.3
2023-01-18T05:39:28+00:00,16.2,62.423,2.0
2023-01-18T05:40:30+00:00,16.2,62.424,2.2
2023-01-18T05:41:33+00:00,16.1,62.425,2.3
2023-01-18T05:42:36+00:00,16.1,62.426,2.2
2023-01-18T05:43:39+00:00,16.1,62.427,2.3
2023-01-18T05:44:42+00:00,16.1,62.428,1.8
2023-01-18T05:45:45+00:00,16.1,62.429,2.4
2023-01-18T05:46:47+00:00,16.1,62.43,2.3
2023-01-18T05:47:50+00:00,16.1,62.431,1.9
2023-01-18T05:48:53+00:00,16.1,62.432,2.2
2023-01-18T05:49:56+00:00,16.1,62.433,1.9
2023-01-18T05:50:59+00:00,16.1,62.434,1.9
2023-01-18T05:52:02+00:00,16.2,62.435,2.4
2023-01-18T05:53:05+00:00,16.2,62.436,2.2
2023-01-18T05:54:07+00:00,16.2,62.437,2.6
2023-01-18T05:55:10+00:00,16.2,62.438,2.1
2023-01-18T05:56:13+00:00,16.2,62.439,2.3
2023-01-18T05:57:16+00:00,16.2,62.44,2.7
2023-01-18T05:58:19+00:00,16.2,62.441,2.4
2023-01-18T05:59:22+00:00,16.2,62.442,2.4
2023-01-18T06:00:25+00:00,16.2,62.443,2.4
2023-01-18T06:01:27+00:00,16.2,62.444,2.5
2023-01-18T06:02:30+00:00,16.2,62.445,2.3
2023-01-18T06:03:33+00:00,16.2,62.446,2.5
2023-01-18T06:04:36+00:00,16.2,62.447,2.2
2023-01-18T06:05:39+00:00,16.2,62.448,2.3
2023-01-18T06:06:42+00:00,16.2,62.449,2.4
2023-01-18T06:07:45+00:00,16.2,62.45,2.3
2023-01-18T06:08:47+00:00,16.3,62.451,2.6
2023-01-18T06:09:50+00:00,16.3,62.452,2.3
2023-01-18T06:10:53+00:00,16.3,62.453,2.6
2023-01-18T06:11:56+00:00,16.3,62.454,2.2
2023-01-18T06:12:59+00:00,16.3,62.455,2.2
2023-01-18T06:14:02+00:00,16.3,62.456,2.4
2023-01-18T06:15:05+00:00,16.3,62.457,2.1
2023-01-18T06:16:08+00:00,16.3,62.458,2.2
2023-01-18T06:17:10+00:00,16.3,62.459,2.0
2023-01-18T06:18:13+00:00,16.4,62.46,2.0
2023-01-18T06:19:16+00:00,16.4,62.461,2.4
2023-01-18T06:20:19+00:00,16.4,62.462,2.4
2023-01-18T06:21:22+00:00,16.4,62.463,2.3
2023-01-18T06:22:25+00:00,16.4,62.464,2.1
2023-01-18T06:23:27+00:00,16.4,62.465,2.4
2023-01-18T06:24:30+00:00,16.4,62.466,1.8
2023-01-18T06:25:33+00:00,16.4,62.467,2.6
2023-01-18T06:26:36+00:00,16.4,62.468,2.2
2023-01-18T06:27:39+00:00,16.4,62.469,2.0
2023-01-18T06:28:42+00:00,16.4,62.47,2.1
2023-01-18T06:29:45+00:00,16.4,62.471,1.8
2023-01-18T06:30:47+00:00,16.4,62.472,2.3
2023-01-18T06:31:50+00:00,16.4,62.473,2.0
2023-01-18T06:32:53+00:00,16.4,62.474,2.2
2023-01-18T06:33:56+00:00,16.4,62.475,1.9
2023-01-18T06:34:59+00:00,16.5,62.476,1.9
2023-01-18T06:36:02+00:00,16.5,62.477,2.0
2023-01-18T06:37:05+00:00,16.6,62.478,4.3
2023-01-18T06:38:07+00:00,16.6,62.479,3.4
2023-01-18T06:39:10+00:00,16.6,62.48,3.6
2023-01-18T06:40:13+00:00,16.6,62.481,2.9
2023-01-18T06:41:16+00:00,16.6,62.482,2.9
2023-01-18T06:42:19+00:00,16.6,62.483,2.8
2023-01-18T06:43:22+00:00,16.6,62.484,2.6
2023-01-18T06:44:25+00:00,16.6,62.485,3.1
2023-01-18T06:45:28+00:00,16.6,62.486,2.5
2023-01-18T06:46:30+00:00,16.6,62.487,2.4
2023-01-18T06:47:33+00:00,16.7,62.488,2.4
2023-01-18T06:48:36+00:00,16.6,62.489,2.9
2023-01-18T06:49:39+00:00,16.6,62.49,2.5
2023-01-18T06:50:42+00:00,16.6,62.491,2.5
2023-01-18T06:51:45+00:00,16.6,62.492,3.1
2023-01-18T06:52:48+00:00,16.6,62.493,2.1
2023-01-18T06:53:50+00:00,16.7,62.494,2.3
2023-01-18T06:54:53+00:00,16.7,62.495,2.4
2023-01-18T06:55:56+00:00,16.6,62.496,2.6
2023-01-18T06:56:59+00:00,16.7,62.497,2.6
2023-01-18T06:58:02+00:00,16.7,62.498,2.7
2023-01-18T06:59:05+00:00,16.7,62.499,2.3
2023-01-18T07:00:07+00:00,16.7,62.5,2.5
2023-01-18T07:01:10+00:00,16.7,62.501,2.3
2023-01-18T07:02:13+00:00,16.7,62.502,5.6
2023-01-18T07:03:16+00:00,16.7,62.503,23.4
2023-01-18T07:04:18+00:00,16.7,62.504,32.8
2023-01-18T07:05:21+00:00,16.6,62.505,25.6
2023-01-18T07:06:24+00:00,16.6,62.506,26.6
2023-01-18T07:07:27+00:00,16.6,62.507,20.6
2023-01-18T07:08:29+00:00,16.6,62.508,20.3
2023-01-18T07:09:32+00:00,16.7,62.509,12.8
2023-01-18T07:10:35+00:00,16.7,62.51,12.3
